"subject","model","beta","log_likelihood"
327,"Equality",0,-56.1449216253556
327,"Equity",1.5,-51.1776792690679
327,"Exploitation",0,-56.1449216253556
327,"General",0,-56.1449216253556
327,"Learning",2.5,-48.99736356987
327,"Planning",4,-37.8929446823157
328,"Equality",0,-56.1449216253556
328,"Equity",2,-45.3140675263042
328,"Exploitation",0,-56.1449216253556
328,"General",0,-56.1449216253556
328,"Learning",1.5,-53.4740487456891
328,"Planning",2.5,-47.8596704093766
329,"Equality",0,-56.1449216253556
329,"Equity",2,-47.1740675263042
329,"Exploitation",0,-56.1449216253556
329,"General",0,-56.1449216253556
329,"Learning",2.5,-48.1223635698701
329,"Planning",5,-31.6477780603129
330,"Equality",0,-56.1449216253556
330,"Equity",3.5,-36.7104211310804
330,"Exploitation",0,-56.1449216253556
330,"General",0,-56.1449216253556
330,"Learning",2,-49.9999175518354
330,"Planning",5.5,-30.6581039533852
331,"Equality",0,-56.1449216253556
331,"Equity",0,-56.1449216253556
331,"Exploitation",1,-54.4836448700215
331,"General",0,-56.1449216253556
331,"Learning",2.5,-47.62236356987
331,"Planning",6.5,-27.0658099851665
332,"Equality",0,-56.1449216253556
332,"Equity",3.5,-36.0104211310804
332,"Exploitation",0,-56.1449216253556
332,"General",0,-56.1449216253556
332,"Learning",1,-53.8503731994092
332,"Planning",3.5,-40.8728215062908
333,"Equality",0,-56.1449216253556
333,"Equity",0,-56.1449216253556
333,"Exploitation",1.5,-53.323476014878
333,"General",1,-51.9339108325692
333,"Learning",1.5,-51.9290487456891
333,"Planning",0.5,-55.7909783116178
334,"Equality",0,-56.1449216253556
334,"Equity",2.5,-42.4051326341326
334,"Exploitation",0,-56.1449216253556
334,"General",0,-56.1449216253556
334,"Learning",1.5,-51.8990487456891
334,"Planning",3.5,-40.2078215062908
335,"Equality",0,-56.1449216253556
335,"Equity",0,-56.1449216253556
335,"Exploitation",1.5,-53.248476014878
335,"General",0,-56.1449216253556
335,"Learning",2,-50.3399175518354
335,"Planning",5.5,-31.5931039533852
336,"Equality",0,-56.1449216253556
336,"Equity",2,-47.6940675263042
336,"Exploitation",0,-56.1449216253556
336,"General",0,-56.1449216253556
336,"Learning",2,-51.3999175518354
336,"Planning",5,-34.2477780603129
337,"Equality",0,-56.1449216253556
337,"Equity",1,-52.8494772611993
337,"Exploitation",0,-56.1449216253556
337,"General",0,-56.1449216253556
337,"Learning",0,-56.1449216253556
337,"Planning",1.5,-53.3780004190764
338,"Equality",0,-56.1449216253556
338,"Equity",2.5,-43.2051326341326
338,"Exploitation",0,-56.1449216253556
338,"General",0,-56.1449216253556
338,"Learning",2.5,-48.82236356987
338,"Planning",6,-27.5469436350774
339,"Equality",0,-56.1449216253556
339,"Equity",1.5,-48.9726792690679
339,"Exploitation",0,-56.1449216253556
339,"General",0,-56.1449216253556
339,"Learning",2,-49.4399175518354
339,"Planning",4.5,-34.926615241022
340,"Equality",0,-56.1449216253556
340,"Equity",1.5,-50.0076792690679
340,"Exploitation",0,-56.1449216253556
340,"General",0,-56.1449216253556
340,"Learning",3,-44.8841631418183
340,"Planning",5,-34.1477780603129
341,"Equality",0,-56.1449216253556
341,"Equity",1,-52.1594772611993
341,"Exploitation",0,-56.1449216253556
341,"General",0,-56.1449216253556
341,"Learning",3,-46.3541631418183
341,"Planning",5,-32.7977780603129
342,"Equality",0,-56.1449216253556
342,"Equity",1.5,-48.8226792690679
342,"Exploitation",0,-56.1449216253556
342,"General",0,-56.1449216253556
342,"Learning",0.5,-55.650148757543
342,"Planning",2.5,-48.0846704093765
343,"Equality",0,-56.1449216253556
343,"Equity",2.5,-43.0551326341326
343,"Exploitation",0,-56.1449216253556
343,"General",0.5,-56.0634814073074
343,"Learning",1.5,-52.4990487456891
343,"Planning",3,-44.6692119785901
344,"Equality",0,-56.1449216253556
344,"Equity",0,-56.1449216253556
344,"Exploitation",1,-54.9536448700215
344,"General",0,-56.1449216253556
344,"Learning",2,-49.9799175518354
344,"Planning",5.5,-30.6031039533851
345,"Equality",0,-56.1449216253556
345,"Equity",3,-40.8206287894951
345,"Exploitation",0,-56.1449216253556
345,"General",0,-56.1449216253556
345,"Learning",1,-53.8803731994091
345,"Planning",2.5,-47.8096704093766
346,"Equality",0,-56.1449216253556
346,"Equity",0.5,-55.689040274033
346,"Exploitation",0.5,-55.8238136516197
346,"General",0,-56.1449216253556
346,"Learning",1.5,-51.7790487456891
346,"Planning",3,-44.7892119785901
347,"Equality",0,-56.1449216253556
347,"Equity",1,-53.2794772611993
347,"Exploitation",0.5,-56.1188136516197
347,"General",0,-56.1449216253556
347,"Learning",3,-46.2941631418184
347,"Planning",8.5,-20.6488987119199
348,"Equality",0,-56.1449216253556
348,"Equity",1.5,-48.9426792690679
348,"Exploitation",0,-56.1449216253556
348,"General",0,-56.1449216253556
348,"Learning",1,-54.7103731994091
348,"Planning",2,-50.3414788968314
349,"Equality",0,-56.1449216253556
349,"Equity",0.5,-56.024040274033
349,"Exploitation",0.5,-55.7138136516196
349,"General",0,-56.1449216253556
349,"Learning",1.5,-52.1240487456891
349,"Planning",2.5,-49.2346704093766
350,"Equality",0,-56.1449216253556
350,"Equity",2,-47.9340675263042
350,"Exploitation",0,-56.1449216253556
350,"General",0,-56.1449216253556
350,"Learning",2,-50.6399175518354
350,"Planning",4,-37.5729446823157
351,"Equality",0,-56.1449216253556
351,"Equity",0,-56.1449216253556
351,"Exploitation",1.5,-52.348476014878
351,"General",0,-56.1449216253556
351,"Learning",3.5,-42.8598061717322
351,"Planning",10,-10.2095970218907
352,"Equality",0,-56.1449216253556
352,"Equity",0,-56.1449216253556
352,"Exploitation",1,-54.8936448700215
352,"General",0,-56.1449216253556
352,"Learning",2.5,-48.04736356987
352,"Planning",6.5,-25.5708099851664
353,"Equality",0,-56.1449216253556
353,"Equity",0.5,-54.644040274033
353,"Exploitation",0,-56.1449216253556
353,"General",0,-56.1449216253556
353,"Learning",2,-51.2199175518354
353,"Planning",3.5,-41.2578215062908
354,"Equality",0,-56.1449216253556
354,"Equity",1,-53.1194772611993
354,"Exploitation",0,-56.1449216253556
354,"General",0,-56.1449216253556
354,"Learning",2,-50.5199175518354
354,"Planning",3,-45.6892119785901
355,"Equality",0,-56.1449216253556
355,"Equity",1,-53.7494772611993
355,"Exploitation",0,-56.1449216253556
355,"General",0,-56.1449216253556
355,"Learning",2,-50.1799175518354
355,"Planning",4,-40.1329446823157
356,"Equality",0,-56.1449216253556
356,"Equity",0,-56.1449216253556
356,"Exploitation",1.5,-52.648476014878
356,"General",0,-56.1449216253556
356,"Learning",3.5,-42.4048061717322
356,"Planning",6,-27.2469436350774
357,"Equality",0,-56.1449216253556
357,"Equity",0,-56.1449216253556
357,"Exploitation",2.5,-48.184029036759
357,"General",0.5,-55.3834814073074
357,"Learning",1,-54.8903731994091
357,"Planning",0,-56.1449216253556
358,"Equality",0,-56.1449216253556
358,"Equity",0.5,-54.549040274033
358,"Exploitation",0,-56.1449216253556
358,"General",0,-56.1449216253556
358,"Learning",0.5,-55.450148757543
358,"Planning",0.5,-56.1059783116178
359,"Equality",0,-56.1449216253556
359,"Equity",0,-56.1449216253556
359,"Exploitation",1,-54.5736448700215
359,"General",0,-56.1449216253556
359,"Learning",2,-49.9799175518354
359,"Planning",3.5,-40.5928215062908
360,"Equality",0,-56.1449216253556
360,"Equity",1.5,-49.6776792690679
360,"Exploitation",0,-56.1449216253556
360,"General",0.5,-55.9684814073074
360,"Learning",2.5,-48.84736356987
360,"Planning",2,-50.7014788968315
361,"Equality",0,-56.1449216253556
361,"Equity",3.5,-36.7104211310804
361,"Exploitation",0,-56.1449216253556
361,"General",0,-56.1449216253556
361,"Learning",2,-49.9999175518354
361,"Planning",5.5,-30.6581039533852
362,"Equality",0,-56.1449216253556
362,"Equity",0.5,-54.864040274033
362,"Exploitation",0.5,-55.6088136516196
362,"General",0,-56.1449216253556
362,"Learning",3,-46.0241631418183
362,"Planning",8.5,-19.8838987119199
363,"Equality",0,-56.1449216253556
363,"Equity",2.5,-43.0301326341326
363,"Exploitation",0,-56.1449216253556
363,"General",0,-56.1449216253556
363,"Learning",2.5,-48.54736356987
363,"Planning",6.5,-26.8708099851665
364,"Equality",0,-56.1449216253556
364,"Equity",0,-56.1449216253556
364,"Exploitation",1.5,-51.523476014878
364,"General",0,-56.1449216253556
364,"Learning",3,-45.8741631418184
364,"Planning",2,-49.3814788968314
365,"Equality",0,-56.1449216253556
365,"Equity",1.5,-50.4576792690679
365,"Exploitation",0,-56.1449216253556
365,"General",0,-56.1449216253556
365,"Learning",2.5,-47.69736356987
365,"Planning",3,-43.3492119785901
366,"Equality",0,-56.1449216253556
366,"Equity",0,-56.1449216253556
366,"Exploitation",1.5,-51.598476014878
366,"General",0,-56.1449216253556
366,"Learning",3.5,-43.0348061717322
366,"Planning",10,-10.7095970218907
367,"Equality",0,-56.1449216253556
367,"Equity",0,-56.1449216253556
367,"Exploitation",0,-56.1449216253556
367,"General",0,-56.1449216253556
367,"Learning",0,-56.1449216253556
367,"Planning",0,-56.1449216253556
368,"Equality",0,-56.1449216253556
368,"Equity",3.5,-34.9954211310804
368,"Exploitation",0,-56.1449216253556
368,"General",0,-56.1449216253556
368,"Learning",2,-50.9799175518354
368,"Planning",5,-33.1977780603129
369,"Equality",0,-56.1449216253556
369,"Equity",0,-56.1449216253556
369,"Exploitation",2,-49.7092612665295
369,"General",0,-56.1449216253556
369,"Learning",3,-45.6941631418184
369,"Planning",6.5,-26.4158099851665
370,"Equality",0,-56.1449216253556
370,"Equity",3,-38.9006287894952
370,"Exploitation",0,-56.1449216253556
370,"General",0,-56.1449216253556
370,"Learning",2,-50.8199175518354
370,"Planning",5,-32.7977780603129
371,"Equality",0,-56.1449216253556
371,"Equity",0.5,-55.914040274033
371,"Exploitation",0.5,-55.7138136516196
371,"General",0,-56.1449216253556
371,"Learning",1.5,-51.7940487456891
371,"Planning",2,-49.6614788968314
372,"Equality",0,-56.1449216253556
372,"Equity",1,-53.8194772611993
372,"Exploitation",0.5,-55.9688136516197
372,"General",0,-56.1449216253556
372,"Learning",3,-46.1141631418183
372,"Planning",6,-27.3069436350774
373,"Equality",0,-56.1449216253556
373,"Equity",0,-56.1449216253556
373,"Exploitation",2,-49.5692612665294
373,"General",0,-56.1449216253556
373,"Learning",4,-41.3746344298467
373,"Planning",3.5,-43.2528215062908
374,"Equality",0,-56.1449216253556
374,"Equity",0,-56.1449216253556
374,"Exploitation",1.5,-51.898476014878
374,"General",0,-56.1449216253556
374,"Learning",0.5,-55.435148757543
374,"Planning",1,-54.4608901397218
375,"Equality",0,-56.1449216253556
375,"Equity",0,-56.1449216253556
375,"Exploitation",0,-56.1449216253556
375,"General",0,-56.1449216253556
375,"Learning",0,-56.1449216253556
375,"Planning",0,-56.1449216253556
376,"Equality",0,-56.1449216253556
376,"Equity",0,-56.1449216253556
376,"Exploitation",2,-50.7892612665294
376,"General",0,-56.1449216253556
376,"Learning",4,-40.4946344298468
376,"Planning",4.5,-35.961615241022
377,"Equality",0,-56.1449216253556
377,"Equity",0,-56.1449216253556
377,"Exploitation",1.5,-51.523476014878
377,"General",0.5,-55.1934814073075
377,"Learning",4.5,-38.6859723649064
377,"Planning",3,-45.5692119785901
378,"Equality",0,-56.1449216253556
378,"Equity",3,-39.8306287894952
378,"Exploitation",0,-56.1449216253556
378,"General",0,-56.1449216253556
378,"Learning",2,-51.2799175518354
378,"Planning",4.5,-35.781615241022
379,"Equality",0,-56.1449216253556
379,"Equity",1,-52.7394772611993
379,"Exploitation",0,-56.1449216253556
379,"General",0,-56.1449216253556
379,"Learning",0.5,-55.650148757543
379,"Planning",2,-51.3414788968315
380,"Equality",0,-56.1449216253556
380,"Equity",1,-51.8494772611993
380,"Exploitation",0,-56.1449216253556
380,"General",0.5,-54.9084814073075
380,"Learning",2,-51.3399175518354
380,"Planning",2,-50.4214788968314
381,"Equality",0,-56.1449216253556
381,"Equity",0,-56.1449216253556
381,"Exploitation",1.5,-51.778476014878
381,"General",0,-56.1449216253556
381,"Learning",3.5,-42.7198061717322
381,"Planning",5.5,-30.8231039533852
382,"Equality",0,-56.1449216253556
382,"Equity",0.5,-55.004040274033
382,"Exploitation",0,-56.1449216253556
382,"General",1,-54.1439108325692
382,"Learning",1,-53.8203731994091
382,"Planning",0,-56.1449216253556
383,"Equality",0,-56.1449216253556
383,"Equity",0,-56.1449216253556
383,"Exploitation",2,-51.2692612665295
383,"General",0,-56.1449216253556
383,"Learning",3,-45.7541631418183
383,"Planning",9,-19.0964434296446
384,"Equality",0,-56.1449216253556
384,"Equity",1,-54.1394772611993
384,"Exploitation",0.5,-56.1138136516197
384,"General",0,-56.1449216253556
384,"Learning",2.5,-48.47236356987
384,"Planning",6.5,-26.6758099851664
385,"Equality",0,-56.1449216253556
385,"Equity",3,-40.2506287894952
385,"Exploitation",0,-56.1449216253556
385,"General",0,-56.1449216253556
385,"Learning",2,-50.5999175518354
385,"Planning",4,-39.2129446823157
386,"Equality",0,-56.1449216253556
386,"Equity",3,-40.1306287894951
386,"Exploitation",0,-56.1449216253556
386,"General",0,-56.1449216253556
386,"Learning",1.5,-52.3190487456891
386,"Planning",3.5,-41.1878215062908
387,"Equality",0,-56.1449216253556
387,"Equity",0,-56.1449216253556
387,"Exploitation",1.5,-52.348476014878
387,"General",0,-56.1449216253556
387,"Learning",3.5,-42.8598061717322
387,"Planning",10,-10.2095970218907
388,"Equality",0,-56.1449216253556
388,"Equity",2.5,-42.4551326341326
388,"Exploitation",0,-56.1449216253556
388,"General",0,-56.1449216253556
388,"Learning",2.5,-47.62236356987
388,"Planning",4,-39.6929446823157
389,"Equality",0,-56.1449216253556
389,"Equity",0,-56.1449216253556
389,"Exploitation",0.5,-55.4088136516196
389,"General",0,-56.1449216253556
389,"Learning",2,-50.3399175518354
389,"Planning",1.5,-53.6780004190764
390,"Equality",0,-56.1449216253556
390,"Equity",3,-38.1806287894952
390,"Exploitation",0,-56.1449216253556
390,"General",0,-56.1449216253556
390,"Learning",2,-51.2199175518355
390,"Planning",4,-37.3329446823157
391,"Equality",0,-56.1449216253556
391,"Equity",1,-52.7994772611993
391,"Exploitation",0,-56.1449216253556
391,"General",0,-56.1449216253556
391,"Learning",2.5,-47.17236356987
391,"Planning",3.5,-40.2078215062908
392,"Equality",0,-56.1449216253556
392,"Equity",0,-56.1449216253556
392,"Exploitation",1,-54.3136448700215
392,"General",0,-56.1449216253556
392,"Learning",3,-45.9341631418184
392,"Planning",5.5,-29.3381039533852
393,"Equality",0,-56.1449216253556
393,"Equity",1.5,-48.4326792690679
393,"Exploitation",0,-56.1449216253556
393,"General",0,-56.1449216253556
393,"Learning",2.5,-47.72236356987
393,"Planning",7,-24.6926287109822
394,"Equality",0,-56.1449216253556
394,"Equity",1.5,-49.0626792690679
394,"Exploitation",0,-56.1449216253556
394,"General",0,-56.1449216253556
394,"Learning",2.5,-48.27236356987
394,"Planning",4,-38.3329446823157
395,"Equality",0,-56.1449216253556
395,"Equity",0,-56.1449216253556
395,"Exploitation",0.5,-56.0738136516197
395,"General",0,-56.1449216253556
395,"Learning",0.5,-55.500148757543
395,"Planning",1.5,-53.6030004190764
397,"Equality",0,-56.1449216253556
397,"Equity",0.5,-54.589040274033
397,"Exploitation",0.5,-55.4888136516196
397,"General",0,-56.1449216253556
397,"Learning",3.5,-42.7198061717321
397,"Planning",5.5,-29.3381039533851
398,"Equality",0,-56.1449216253556
398,"Equity",1,-52.8894772611993
398,"Exploitation",0,-56.1449216253556
398,"General",0,-56.1449216253556
398,"Learning",1,-55.3003731994091
398,"Planning",2,-49.5414788968314
399,"Equality",0,-56.1449216253556
399,"Equity",0,-56.1449216253556
399,"Exploitation",1,-55.3336448700215
399,"General",0,-56.1449216253556
399,"Learning",1,-54.6203731994091
399,"Planning",2,-51.7614788968314
400,"Equality",0,-56.1449216253556
400,"Equity",0,-56.1449216253556
400,"Exploitation",1.5,-52.183476014878
400,"General",0,-56.1449216253556
400,"Learning",2.5,-49.17236356987
400,"Planning",4,-37.2929446823157
